name,state,district,source,latitude,longitude
Becharaji,Gujarat,Mehsana,derived_data_gov,,
Vijapur,Gujarat,Mehsana,derived_data_gov,,
Visnagar,Gujarat,Mehsana,derived_data_gov,,
Halvad,Gujarat,Morbi,derived_data_gov,22.81731,70.8377
Vankaner,Gujarat,Morbi,derived_data_gov,22.81731,70.8377
Patan,Gujarat,Patan,derived_data_gov,27.67658,85.31417
Radhanpur,Gujarat,Patan,derived_data_gov,27.67658,85.31417
Jetpur(Dist.Rajkot),Gujarat,Rajkot,derived_data_gov,22.29161,70.79322
Talod,Gujarat,Sabarkantha,derived_data_gov,,
Mahuva,Gujarat,Surat,derived_data_gov,21.19594,72.83023
Chotila,Gujarat,Surendranagar,derived_data_gov,22.72706,71.64856
Ding,Haryana,Sirsa,derived_data_gov,29.53489,75.02898
Patharia,Madhya Pradesh,Damoh,derived_data_gov,23.83312,79.4419
Harda,Madhya Pradesh,Harda,derived_data_gov,22.34414,77.09536
Timarni,Madhya Pradesh,Harda,derived_data_gov,22.34414,77.09536
Jabalpur,Madhya Pradesh,Jabalpur,derived_data_gov,23.16697,79.95006
Sihora,Madhya Pradesh,Jabalpur,derived_data_gov,23.16697,79.95006
Mandla,Madhya Pradesh,Mandla,derived_data_gov,22.59879,80.37115
Bikaner (Grain),Rajasthan,Bikaner,derived_data_gov,28.01762,73.31495
Goreswar,Assam,Kamrup,derived_data_gov,,
Lanka,Assam,Nagaon,derived_data_gov,26.35,92.66667
Bhatapara,Chattisgarh,Balodabazar,derived_data_gov,,
Ramanujganj,Chattisgarh,Balrampur,derived_data_gov,23.61219,83.61115
Bilaspur,Chattisgarh,Bilaspur,derived_data_gov,22.08005,82.15543
Bilaspur,Haryana,Yamuna Nagar,derived_data_gov,30.12796,77.28371
Bermo,Jharkhand,Bokaro,derived_data_gov,23.66934,86.15161
Bokaro (Chas),Jharkhand,Bokaro,derived_data_gov,23.66934,86.15161
Chakulia,Jharkhand,East Singhbhum,derived_data_gov,,
